driverId,constructorId,circuitId,prevPoints,constructorPosition,gridPosition,q3,podium
3,131,17,25,1,1,95402.0,1
3,131,24,25,1,1,100237.0,1
3,3,1,0,4,5,86973.0,0
3,131,32,18,1,2,78958.0,1
3,131,2,25,1,2,93264.0,1
3,131,22,15,1,1,90647.0,1
3,131,7,25,1,2,74702.0,1
3,131,70,18,1,2,68655.0,1
3,131,15,18,1,6,105415.0,0
3,131,5,10,5,3,85574.0,0
3,131,17,12,5,4,94670.0,0
3,131,24,8,4,9,100589.0,0
3,3,18,3,4,10,73477.0,0
3,131,7,10,5,6,73814.0,0
3,131,9,6,4,9,92209.0,0
3,131,7,10,4,10,76071.0,0
3,131,1,8,8,7,85686.0,0
3,131,68,4,4,7,85451.0,0
3,131,35,1,4,7,97754.0,0
3,131,17,0,5,1,95121.0,1
3,131,6,6,5,2,74448.0,1
3,131,7,18,5,5,74411.0,0
3,131,17,15,1,2,95828.0,1
3,131,11,18,1,2,82595.0,0
3,131,69,18,1,1,96067.0,1
3,131,14,0,5,6,84833.0,0
3,131,15,10,4,7,106443.0,0
3,131,5,6,4,6,86952.0,0
3,3,24,4,7,9,102583.0,0
3,131,17,15,4,4,94923.0,1
3,131,2,10,4,2,110673.0,1
3,131,6,15,4,6,74544.0,0
3,131,9,12,1,2,89606.0,1
3,131,70,25,1,6,68465.0,0
3,131,11,15,1,1,79965.0,1
3,131,73,10,1,1,102758.0,1
3,131,7,6,1,2,72874.0,0
3,131,15,25,1,1,102584.0,1
3,3,7,1,6,5,78844.0,0
3,3,1,8,2,7,88687.0,1
3,131,14,25,1,2,81613.0,1
3,131,7,25,3,4,86008.0,0
3,131,4,10,5,6,83005.0,0
3,3,8,0,4,9,76328.0,0
3,131,71,18,1,2,98713.0,1
3,131,22,18,1,1,92506.0,1
3,131,9,25,1,2,92361.0,1
3,131,69,25,1,2,95215.0,1
3,131,4,18,1,2,85400.0,1
3,131,6,25,1,2,75440.0,1
3,3,13,3,4,5,107334.0,0
3,131,12,8,5,6,98623.0,0
3,131,3,25,5,5,92821.0,0
3,3,3,0,5,10,94399.0,0
3,131,12,0,5,7,98231.0,0
3,131,24,8,4,7,99773.0,0
3,131,13,8,4,5,110552.0,0
3,131,4,2,4,1,80718.0,0
3,131,24,18,2,3,100419.0,1
3,131,68,4,2,2,84871.0,1
3,131,14,12,3,6,84192.0,0
3,131,18,2,2,2,87102.0,0
3,131,6,8,4,1,73876.0,1
3,131,9,10,2,2,90059.0,1
3,131,3,12,4,1,92330.0,0
3,131,2,0,4,6,112519.0,0
3,3,14,2,4,8,84382.0,0
3,131,6,18,1,1,75989.0,1
3,131,7,25,1,1,74874.0,1
3,131,10,25,1,1,76540.0,1
3,131,2,18,1,3,110299.0,1
3,131,14,18,1,2,84383.0,1
3,131,11,25,1,1,82715.0,0
3,131,13,12,1,1,125591.0,1
3,131,18,18,1,1,70023.0,1
3,131,1,25,1,2,86921.0,1
3,3,7,3,4,7,76919.0,0
3,131,15,8,3,2,102932.0,0
3,131,17,18,1,4,115143.0,1
3,131,70,18,1,3,68944.0,1
3,3,11,0,4,4,80632.0,0
3,3,5,2,4,8,88501.0,0
3,3,11,5,6,5,81890.0,0
3,3,9,4,5,7,80361.0,0
3,3,12,0,7,9,100721.0,0
3,131,13,2,2,4,122251.0,0
3,131,2,25,1,3,120050.0,1
3,131,1,10,3,6,84884.0,0
3,3,13,4,6,10,107362.0,0
3,3,4,0,8,9,82558.0,0
3,3,6,1,7,6,75455.0,0
3,131,1,10,2,3,104595.0,1
3,131,3,18,1,1,93185.0,1
3,131,35,12,3,4,97679.0,0
3,131,22,6,3,6,91397.0,0
3,3,15,1,6,3,108348.0,0
3,3,3,0,8,9,95134.0,0
3,131,3,0,3,5,115241.0,0
3,3,12,5,6,7,100185.0,0
3,3,5,3,6,9,89191.0,0
3,3,3,6,4,8,94015.0,0
4,117,78,0,5,8,81251.0,0
4,4,5,2,7,8,89075.0,0
4,6,70,8,3,4,69285.0,0
4,6,3,12,5,9,94992.0,0
4,6,17,2,4,5,115637.0,1
4,6,13,10,3,9,123482.0,1
4,117,73,0,5,7,102369.0,0
4,1,11,10,11,6,79674.0,0
4,4,19,10,1,5,72449.0,0
4,4,8,4,1,3,75785.0,1
4,1,6,0,7,9,75363.0,0
4,4,20,8,1,1,89816.0,1
4,117,70,18,3,7,64911.0,0
4,117,9,10,3,9,87659.0,0
4,117,4,18,3,8,73507.0,0
4,117,7,6,3,2,87286.0,1
4,117,3,6,5,6,89542.0,0
4,4,6,10,1,1,73962.0,1
4,4,11,0,5,7,81698.0,0
4,4,21,10,1,5,83709.0,1
4,1,15,6,6,9,104553.0,0
4,117,11,6,3,8,77035.0,0
4,117,13,2,3,9,107843.0,0
4,4,4,8,1,1,74648.0,1
4,4,8,3,7,3,76840.0,0
4,6,69,10,3,6,97376.0,0
4,117,13,0,5,8,114765.0,0
4,117,9,8,5,10,86917.0,0
4,6,13,18,3,4,127786.0,0
4,6,10,8,4,7,77649.0,0
4,6,71,12,4,7,99709.0,0
4,117,7,2,5,6,72228.0,0
4,6,15,6,4,5,105907.0,0
4,6,6,25,2,6,74824.0,0
4,6,7,6,2,6,86504.0,1
4,6,35,18,2,5,98038.0,0
4,214,71,4,5,6,104204.0,0
4,6,1,15,3,5,105819.0,0
4,6,20,15,3,8,91209.0,0
4,6,11,12,3,5,79791.0,0
4,6,68,12,3,8,85826.0,0
4,6,24,18,2,6,101582.0,1
4,6,14,18,2,5,84142.0,1
4,6,15,18,2,7,103938.0,1
4,6,18,10,3,3,87539.0,1
4,6,2,12,3,4,120175.0,0
4,6,22,8,2,8,91665.0,0
4,6,69,18,2,7,97300.0,1
4,6,35,15,2,4,97534.0,1
4,6,68,15,2,5,85773.0,1
4,6,4,4,2,5,81218.0,1
4,6,18,15,2,7,73253.0,1
4,6,4,6,4,2,82302.0,1
4,6,17,18,2,3,94788.0,1
4,6,3,25,3,3,92667.0,0
4,6,1,18,1,5,88493.0,1
4,1,19,2,11,2,72500.0,1
4,214,3,4,5,8,92195.0,0
4,1,20,8,11,2,91741.0,1
4,6,9,18,3,9,90979.0,1
4,6,12,15,3,4,98075.0,0
4,6,22,25,3,4,91352.0,1
4,6,35,15,3,3,95766.0,1
4,6,10,4,3,2,73793.0,1
4,6,24,15,3,3,99792.0,0
4,6,2,12,3,5,95802.0,0
4,6,17,12,2,3,94913.0,0
4,4,2,4,4,9,97659.0,0
4,6,3,0,1,3,114608.0,1
4,6,1,25,1,3,84111.0,0
4,4,6,4,6,9,76009.0,0
4,4,12,2,7,8,100236.0,0
4,4,3,0,5,7,94578.0,0
4,214,9,2,5,7,102116.0,0
4,1,9,2,11,3,80147.0,1
4,214,78,8,5,3,81670.0,1
4,1,18,8,9,6,69617.0,0
4,6,4,15,3,7,87140.0,0
4,6,18,8,4,8,70977.0,0
4,6,24,8,4,8,102866.0,0
4,1,17,6,11,4,96576.0,1
4,117,3,10,2,5,90336.0,1
4,214,22,8,4,7,90322.0,0
4,1,13,10,11,3,106091.0,1
4,214,13,8,4,3,105368.0,0
4,117,1,10,5,10,77552.0,0
4,117,22,4,5,5,88686.0,0
4,6,14,10,3,10,85678.0,1
4,6,9,25,2,1,111746.0,1
4,6,17,25,3,9,96622.0,0
4,6,15,15,3,5,107216.0,1
4,6,22,12,3,5,90886.0,1
4,6,11,25,4,6,81844.0,0
4,1,4,4,11,2,81451.0,1
4,214,11,6,5,9,76715.0,0
4,1,3,10,11,4,93192.0,0
4,1,6,6,11,1,75726.0,1
4,6,9,18,3,3,90516.0,1
4,6,24,15,3,5,99058.0,1
4,4,17,10,4,4,96927.0,0
4,1,7,10,11,2,76163.0,0
4,6,13,15,3,8,111251.0,0
4,6,14,12,3,4,82841.0,1
4,6,15,15,3,5,104874.0,0
4,6,35,18,3,6,96980.0,0
4,6,68,10,3,3,84519.0,1
4,6,10,18,2,1,100621.0,1
4,6,6,18,3,5,74948.0,1
4,6,18,18,3,5,72591.0,0
4,6,7,15,4,3,74151.0,0
4,6,2,10,3,8,97566.0,1
4,117,18,8,5,4,71387.0,1
4,117,24,2,5,7,84084.0,0
4,117,17,8,5,3,94148.0,0
4,4,1,8,1,3,85778.0,1
4,4,22,8,1,5,90371.0,1
4,4,18,10,1,4,71567.0,1
4,6,69,8,4,6,97610.0,0
4,1,24,1,6,9,101106.0,0
4,117,1,15,2,4,77139.0,1
4,117,73,15,2,6,101253.0,0
4,4,2,10,1,7,95747.0,1
4,214,69,6,4,14,95876.0,0
4,1,18,8,11,4,72356.0,1
4,4,3,6,1,4,91702.0,1
4,117,77,15,2,2,88730.0,1
4,6,17,8,3,5,95119.0,0
4,6,5,6,3,5,85851.0,1
4,6,18,25,3,5,75989.0,1
4,6,6,15,3,4,74483.0,1
4,6,12,18,3,4,97454.0,1
4,6,1,6,3,5,84974.0,0
4,4,18,5,4,6,72967.0,1
4,6,20,25,3,4,90442.0,1
4,6,11,18,3,5,80365.0,1
4,6,7,4,3,3,75435.0,1
4,1,1,8,11,2,86493.0,1
4,1,2,8,11,2,95310.0,1
4,214,34,8,7,9,91340.0,0
4,117,77,2,5,4,87846.0,0
4,1,18,10,6,10,72266.0,0
4,117,22,2,4,10,90560.0,0
4,117,78,4,4,4,84369.0,0
4,4,10,8,1,7,75282.0,0
4,4,5,4,1,3,87321.0,1
4,4,17,8,1,1,104360.0,1
4,117,80,15,5,9,93555.0,0
4,117,6,15,2,2,71449.0,1
4,4,9,10,1,1,80253.0,1
4,117,39,10,3,5,71506.0,1
4,117,14,19,4,10,81417.0,0
4,6,4,12,2,4,80937.0,1
4,6,11,25,3,3,79987.0,1
4,6,14,18,3,1,81962.0,1
4,6,15,25,3,1,105390.0,1
4,214,34,10,4,7,92552.0,0
4,1,11,2,9,7,77549.0,0
4,1,14,6,11,1,81997.0,1
4,117,11,4,5,7,76043.0,0
4,1,5,5,11,4,87574.0,1
4,214,6,0,6,7,72247.0,0
4,214,7,6,5,2,81944.0,0
4,6,7,12,3,7,75814.0,0
4,4,3,1,6,10,95115.0,0
4,214,18,6,4,17,72504.0,0
4,6,11,10,3,5,83909.0,1
4,6,6,8,3,5,76686.0,0
4,117,24,6,5,8,83196.0,0
4,4,16,10,4,4,78852.0,1
4,214,73,4,7,8,102327.0,0
4,4,7,10,1,1,74942.0,1
4,4,4,1,5,8,81392.0,0
4,4,14,3,8,8,85072.0,0
4,4,2,5,5,7,98450.0,0
4,4,5,0,7,7,88422.0,0
4,4,15,4,7,5,109054.0,1
4,117,79,12,2,2,87202.0,1
4,4,14,5,5,8,99751.0,0
4,4,17,0,6,2,96381.0,0
4,214,73,6,5,10,103173.0,0
4,4,13,5,5,6,108504.0,0
4,4,10,1,6,5,76385.0,0
5,1,1,8,1,3,87079.0,0
5,1,2,4,1,8,96613.0,1
5,1,10,5,3,3,76143.0,0
5,1,12,10,2,5,99937.0,0
5,1,14,5,2,2,97631.0,1
5,1,8,0,3,10,76944.0,0
5,1,7,1,3,7,79089.0,0
5,1,14,3,4,4,84845.0,0
5,1,11,1,5,6,82095.0,0
5,4,14,3,3,7,84102.0,0
5,1,15,8,1,5,105873.0,0
5,1,3,6,3,5,93488.0,0
5,1,20,0,6,6,93859.0,0
5,1,18,0,2,5,72917.0,0
5,4,5,1,3,7,88491.0,0
5,1,15,3,4,8,109778.0,0
5,1,6,4,2,4,76165.0,0
5,1,11,4,2,2,81140.0,1
5,1,12,4,4,2,99532.0,0
5,4,13,2,3,9,108505.0,0
5,4,4,0,3,8,82568.0,0
5,4,19,5,3,6,73308.0,0
6,3,15,0,8,10,107547.0,0
6,3,9,0,5,5,80216.0,0
6,3,11,0,6,9,82835.0,0
7,5,13,0,8,9,108951.0,0
7,5,12,0,9,10,100750.0,0
7,5,16,0,6,10,80167.0,0
8,6,13,6,3,6,106633.0,1
8,6,32,10,3,6,79376.0,0
8,6,22,12,3,8,90949.0,0
8,6,2,12,3,6,93632.0,0
8,6,9,0,4,9,80715.0,0
8,1,1,6,2,4,85822.0,1
8,6,24,8,3,4,99604.0,0
8,6,3,10,1,5,89567.0,0
8,6,11,1,3,7,82468.0,1
8,6,5,10,1,4,87936.0,1
8,6,6,6,1,2,75815.0,0
8,6,11,3,1,6,81516.0,1
8,51,10,4,9,5,72538.0,0
8,6,8,0,1,1,76449.0,1
8,6,4,8,1,1,81813.0,1
8,6,10,8,1,6,76389.0,0
8,6,17,6,1,2,96645.0,1
8,6,15,18,2,5,96794.0,0
8,6,14,15,2,1,79119.0,1
8,6,11,15,2,3,96186.0,1
8,208,12,4,3,5,98513.0,1
8,208,6,15,4,8,75199.0,0
8,208,11,15,3,5,81730.0,1
8,6,71,10,2,3,96663.0,1
8,6,4,15,2,5,83113.0,1
8,6,17,18,2,3,95972.0,0
8,6,3,15,2,4,90244.0,1
8,1,8,6,3,6,76281.0,0
8,1,10,4,3,1,74070.0,1
8,6,14,6,2,2,83631.0,0
8,6,15,10,2,3,104667.0,1
8,1,9,4,3,2,80397.0,1
8,6,7,18,2,6,73579.0,0
8,6,73,8,2,4,104269.0,0
8,6,22,0,3,5,92980.0,0
8,51,3,15,4,8,89022.0,0
8,208,10,10,4,10,105811.0,1
8,208,9,18,3,6,113290.0,0
8,208,68,10,4,6,85248.0,0
8,208,22,18,4,9,91684.0,0
8,6,18,6,1,3,72825.0,1
8,6,22,12,2,4,89521.0,0
8,6,18,5,4,5,80168.0,0
8,6,18,15,2,4,67456.0,1
8,6,69,10,2,2,92307.0,1
8,6,32,25,2,6,75330.0,1
8,6,71,10,2,4,92237.0,0
8,6,3,6,1,3,93131.0,1
8,6,7,12,2,5,71095.0,0
8,6,34,8,2,6,91057.0,1
8,6,6,18,2,4,71266.0,0
8,6,3,6,5,5,94368.0,0
8,6,22,10,2,10,88498.0,0
8,6,14,12,2,5,97987.0,0
8,6,7,8,2,3,75014.0,0
8,1,18,4,3,2,71299.0,0
8,6,4,18,2,7,86414.0,0
8,6,6,10,2,6,76427.0,0
8,6,24,6,4,7,102236.0,0
8,6,18,2,4,10,71099.0,0
8,6,71,4,4,8,99771.0,0
8,6,7,18,2,4,72252.0,0
8,6,17,6,1,2,96044.0,1
8,6,13,18,2,4,103270.0,0
8,6,9,10,2,2,87147.0,1
8,6,11,15,2,2,76444.0,1
8,6,70,6,2,3,64779.0,0
8,6,14,8,1,5,83183.0,1
8,6,1,6,1,1,86072.0,1
8,6,7,6,1,4,76411.0,0
8,6,70,15,1,3,63660.0,1
8,6,2,10,1,3,95479.0,1
8,6,70,1,3,8,70795.0,0
8,6,7,4,3,10,76214.0,0
8,208,4,18,3,4,82487.0,1
8,6,3,0,9,10,95380.0,0
8,6,17,8,9,8,98089.0,0
8,6,10,15,2,3,71547.0,1
8,6,9,18,1,3,85990.0,1
8,6,1,12,1,2,81828.0,1
8,6,18,15,2,3,68538.0,1
8,6,69,10,2,5,93577.0,1
8,6,32,15,2,5,77238.0,1
