raceId,driverId,constructorId,qualifyingPosition,q1,q2,q3
1067,830,9,3,1:24.592,1:23.732,1:23.196
1067,844,6,4,1:24.869,1:24.015,1:23.265
1067,842,213,5,1:24.704,1:23.817,1:23.326
1067,4,214,6,1:25.174,1:23.914,1:23.477
1067,815,9,7,1:24.963,1:23.961,1:23.706
1067,846,1,8,1:25.138,1:24.642,1:23.954
1067,840,117,9,1:25.511,1:24.601,1:24.305
1067,852,213,10,1:25.409,1:24.054,1:24.368
1069,830,9,1,1:34.352,1:33.464,1:32.910
1069,1,131,2,1:34.579,1:33.797,1:33.119
1069,815,9,3,1:34.369,1:34.178,1:33.134
1069,822,131,4,1:34.590,1:33.959,1:33.475
1069,844,6,5,1:34.153,1:33.928,1:33.606
1069,832,6,6,1:34.558,1:34.126,1:33.792
1069,817,1,7,1:34.407,1:34.643,1:33.808
1069,846,1,8,1:34.551,1:33.880,1:33.887
1069,842,213,9,1:34.567,1:34.583,1:34.118
1069,852,213,10,1:35.360,1:35.137,1:34.918
1070,822,131,1,1:16.727,1:16.864,1:15.875
1070,1,131,2,1:17.207,1:16.474,1:16.020
1070,830,9,3,1:16.788,1:16.483,1:16.225
1070,815,9,4,1:17.003,1:17.055,1:16.342
1070,842,213,5,1:16.908,1:16.955,1:16.456
1070,832,6,6,1:17.517,1:17.248,1:16.761
1070,817,1,7,1:17.719,1:17.092,1:16.763
1070,844,6,8,1:16.748,1:17.034,1:16.837
1070,852,213,9,1:17.330,1:16.701,1:17.158
1070,846,1,10,1:17.569,1:17.473,1:36.830
1071,1,131,1,1:08.733,1:08.068,1:07.934
1071,830,9,2,1:09.329,1:08.499,1:08.372
1071,822,131,3,1:09.040,1:08.426,1:08.469
1071,815,9,4,1:09.172,1:08.973,1:08.483
1071,842,213,5,1:09.347,1:08.903,1:08.777
1071,832,6,6,1:09.046,1:09.031,1:08.826
1071,844,6,7,1:09.155,1:08.859,1:08.960
1071,846,1,8,1:09.365,1:09.030,1:08.980
1071,817,1,9,1:09.374,1:09.093,1:09.039
1071,4,214,10,1:09.391,1:09.137,1:09.113
1051,1,131,1,1:21.901,1:21.682,1:20.827
1051,830,9,2,1:21.996,1:21.984,1:21.282
1051,822,131,3,1:22.016,1:21.991,1:21.478
1051,842,213,4,1:22.535,1:21.728,1:21.640
1051,4,214,5,1:22.422,1:21.894,1:21.670
1051,846,1,6,1:22.839,1:22.216,1:21.731
1051,832,6,7,1:22.304,1:22.241,1:21.840
1051,852,213,8,1:22.458,1:22.058,1:21.881
1051,839,214,9,1:22.565,1:22.012,1:22.028
1051,20,117,10,1:22.549,1:22.146,1:22.785
1072,1,131,1,1:28.466,1:27.712,1:27.511
1072,822,131,2,1:28.057,1:28.054,1:27.622
1072,830,9,3,1:28.285,1:27.953,1:27.653
1072,844,6,4,1:28.310,1:28.459,1:28.054
1072,815,9,5,1:28.021,1:27.946,1:28.123
1072,842,213,6,1:28.401,1:28.314,1:28.125
1072,846,1,7,1:28.338,1:28.344,1:28.180
1072,852,213,8,1:28.503,1:28.222,1:28.442
1072,839,214,9,1:28.752,1:28.574,1:28.647
1072,841,51,10,1:28.899,1:28.616,1:28.754
1073,830,9,1,1:23.322,1:22.800,1:22.109
1073,1,131,2,1:22.845,1:23.145,1:22.480
1073,846,1,3,1:23.553,1:23.256,1:22.931
1073,815,9,4,1:23.350,1:23.135,1:22.947
1073,832,6,5,1:23.624,1:23.174,1:22.992
1073,822,131,6,1:23.117,1:23.246,1:23.036
1073,844,6,7,1:23.467,1:23.202,1:23.122
1073,852,213,8,1:23.428,1:23.404,1:23.220
1073,839,214,9,1:23.764,1:23.420,1:23.389
1073,817,1,10,1:23.829,1:23.448,1:23.409
1074,844,6,1,1:31.471,1:30.932,1:30.558
1074,830,9,2,1:31.785,1:30.757,1:30.681
1074,832,6,3,1:31.567,1:30.787,1:30.687
1074,815,9,4,1:32.311,1:31.008,1:30.921
1074,1,131,5,1:32.285,1:31.048,1:31.238
1074,822,51,6,1:31.919,1:31.717,1:31.560
1074,825,210,7,1:31.955,1:31.461,1:31.808
1074,4,214,8,1:32.346,1:31.621,1:32.195
1074,847,131,9,1:32.269,1:31.252,1:32.216
1074,842,213,10,1:32.096,1:31.635,1:32.338
1075,825,210,10,1:29.831,1:29.546,1:29.588
1075,842,213,9,1:29.891,1:29.418,1:29.254
1075,822,51,8,1:29.683,1:29.404,1:29.183
1075,4,214,7,1:29.978,1:29.295,1:29.147
1075,847,131,6,1:29.680,1:29.618,1:29.104
1075,839,214,5,1:30.093,1:29.584,1:29.068
1075,830,9,4,1:28.928,1:28.945,1:28.461
1075,832,6,3,1:28.855,1:28.686,1:28.402
1075,844,6,2,1:29.039,1:28.780,1:28.225
1075,815,9,1,1:29.705,1:28.924,1:28.200
1076,844,6,1,1:18.881,1:18.606,1:17.868
1076,830,9,2,1:18.580,1:18.611,1:18.154
1076,815,9,3,1:18.834,1:18.340,1:18.240
1076,846,1,4,1:19.280,1:19.066,1:18.703
1076,1,131,5,1:19.401,1:19.106,1:18.825
1076,847,131,6,1:19.405,1:19.076,1:18.933
1076,817,1,7,1:19.665,1:19.130,1:19.032
1076,839,214,8,1:19.605,1:19.136,1:19.061
1076,832,6,9,1:18.983,1:18.469,1:19.408
1077,830,9,1,1:19.295,1:18.793,1:27.999
1077,844,6,2,1:18.796,1:19.584,1:28.778
1077,846,1,3,1:20.168,1:19.294,1:29.131
1077,825,210,4,1:20.147,1:19.902,1:29.164
1077,4,214,5,1:20.198,1:19.595,1:29.202
1077,817,1,6,1:19.980,1:20.031,1:29.742
1077,815,9,7,1:19.773,1:19.296,1:29.808
1077,822,51,8,1:20.419,1:20.192,1:30.439
1077,20,117,9,1:20.364,1:19.957,1:31.062
1078,844,6,1,1:29.474,1:29.130,1:28.796
1078,832,6,2,1:30.079,1:29.729,1:28.986
1078,830,9,3,1:29.836,1:29.202,1:28.991
1078,815,9,4,1:30.055,1:29.673,1:29.036
1078,822,51,5,1:30.845,1:29.751,1:29.475
1078,1,131,6,1:30.388,1:29.797,1:29.625
1078,842,213,7,1:30.779,1:30.128,1:29.690
1078,846,1,8,1:30.761,1:29.634,1:29.750
1078,852,213,9,1:30.485,1:30.031,1:29.932
1078,840,117,10,1:30.441,1:29.996,1:30.676
1079,844,6,1,1:19.861,1:19.969,1:18.750
1079,830,9,2,1:20.091,1:19.219,1:19.073
1079,832,6,3,1:19.892,1:19.453,1:19.166
1079,847,131,4,1:20.218,1:19.470,1:19.393
1079,815,9,5,1:20.447,1:19.830,1:19.420
1079,1,131,6,1:20.252,1:19.794,1:19.512
1079,822,51,7,1:20.355,1:20.053,1:19.608
1079,825,210,8,1:20.227,1:19.810,1:19.682
1079,817,1,9,1:20.549,1:20.287,1:20.297
1079,854,210,10,1:20.683,1:20.436,1:20.368
1080,844,6,1,1:12.569,1:11.864,1:11.376
1080,832,6,2,1:12.616,1:12.074,1:11.601
1080,815,9,3,1:13.004,1:11.954,1:11.629
1080,830,9,4,1:12.993,1:12.117,1:11.666
1080,846,1,5,1:12.927,1:12.266,1:11.849
1080,847,131,6,1:12.787,1:12.617,1:12.112
1080,4,214,7,1:13.394,1:12.688,1:12.247
1080,1,131,8,1:13.444,1:12.595,1:12.560
1080,20,117,9,1:13.313,1:12.613,1:12.732
1080,839,214,10,1:12.848,1:12.528,1:13.047
1081,844,6,1,1:42.865,1:42.046,1:41.359
1081,815,9,2,1:42.733,1:41.955,1:41.641
1081,830,9,3,1:42.722,1:42.227,1:41.706
1081,832,6,4,1:42.957,1:42.088,1:41.814
1081,847,131,5,1:43.754,1:43.281,1:42.712
1081,842,213,6,1:43.268,1:43.129,1:42.845
1081,1,131,7,1:43.939,1:43.182,1:42.924
1081,852,213,8,1:43.595,1:43.376,1:43.056
1081,20,117,9,1:43.279,1:43.268,1:43.091
1081,4,214,10,1:44.083,1:43.360,1:43.173
1082,830,9,1,1:32.219,1:23.746,1:21.299
1082,4,214,2,1:32.277,1:24.848,1:21.944
1082,832,6,3,1:32.781,1:25.197,1:22.096
1082,1,131,4,1:33.841,1:25.543,1:22.891
1082,825,210,5,1:32.957,1:26.254,1:22.960
1082,854,210,6,1:33.707,1:25.684,1:23.356
1082,839,214,7,1:33.012,1:26.135,1:23.529
1082,847,131,8,1:33.160,1:24.950,1:23.557
1082,817,1,9,1:33.636,1:26.375,1:23.749
1082,855,51,10,1:33.692,1:26.116,1:24.030
1083,832,6,1,1:40.190,1:41.602,1:40.983
1083,830,9,2,1:39.129,1:40.655,1:41.055
1083,844,6,3,1:39.846,1:41.247,1:41.298
1083,815,9,4,1:40.521,1:42.513,1:41.616
1083,1,131,5,1:40.428,1:41.062,1:41.995
1083,846,1,6,1:41.515,1:41.821,1:42.084
1083,4,214,7,1:41.598,1:42.209,1:42.116
1083,847,131,8,1:40.028,1:41.725,1:42.161
1083,855,51,9,1:40.791,1:42.640,1:42.719
1083,849,3,10,1:41.998,1:43.273,2:03.095
1084,830,9,1,1:05.852,1:05.374,1:04.984
1084,844,6,2,1:05.419,1:05.287,1:05.013
1084,832,6,3,1:05.660,1:05.576,1:05.066
1084,847,131,4,1:06.235,1:05.697,1:05.431
1084,839,214,5,1:06.468,1:05.993,1:05.726
1084,825,210,6,1:06.366,1:05.894,1:05.879
1084,854,210,7,1:06.405,1:06.151,1:06.011
1084,4,214,8,1:06.016,1:06.082,1:06.103
1084,1,131,9,1:06.079,1:05.475,1:13.151
1085,844,6,1,1:31.727,1:31.216,1:30.872
1085,830,9,2,1:31.891,1:31.990,1:31.176
1085,815,9,3,1:32.354,1:32.120,1:31.335
1085,1,131,4,1:33.041,1:32.274,1:31.765
1085,846,1,5,1:32.672,1:32.777,1:32.032
1085,847,131,6,1:33.109,1:32.633,1:32.131
1085,4,214,7,1:32.819,1:32.631,1:32.552
1085,852,213,8,1:33.394,1:32.836,1:32.780
1086,847,131,1,1:18.407,1:18.154,1:17.377
1086,832,6,2,1:18.434,1:17.946,1:17.421
1086,844,6,3,1:18.806,1:17.768,1:17.567
1086,846,1,4,1:18.653,1:18.121,1:17.769
1086,839,214,5,1:18.866,1:18.216,1:18.018
1086,4,214,6,1:18.716,1:17.904,1:18.078
1086,1,131,7,1:18.374,1:18.035,1:18.142
1086,822,51,8,1:18.935,1:18.445,1:18.157
1086,817,1,9,1:18.775,1:18.198,1:18.379
1086,830,9,10,1:18.509,1:17.703,1:18.823
1087,830,9,1,1:44.581,1:44.723,1:43.665
1087,832,6,2,1:45.050,1:45.418,1:44.297
1087,815,9,3,1:45.377,1:44.794,1:44.462
1087,844,6,4,1:45.572,1:44.551,1:44.553
1087,839,214,5,1:46.039,1:45.475,1:45.180
1087,4,214,6,1:46.075,1:45.552,1:45.368
1087,1,131,7,1:45.736,1:45.420,1:45.503
1087,847,131,8,1:45.650,1:45.461,1:45.776
1087,848,3,9,1:45.672,1:45.675,1:45.837
1087,846,1,10,1:45.745,1:45.603,1:46.178
1088,830,9,1,1:11.317,1:10.927,1:10.342
1088,844,6,2,1:11.443,1:10.988,1:10.363
1088,832,6,3,1:11.767,1:10.814,1:10.434
1088,1,131,4,1:11.331,1:11.075,1:10.648
1088,815,9,5,1:11.641,1:11.314,1:11.077
1088,847,131,6,1:11.561,1:10.824,1:11.147
1088,846,1,7,1:11.556,1:11.116,1:11.174
1088,854,210,8,1:11.741,1:11.420,1:11.442
1088,852,213,9,1:11.427,1:11.428,1:12.556
1089,844,6,1,1:21.280,1:21.208,1:20.161
1089,830,9,2,1:20.922,1:21.265,1:20.306
1089,832,6,3,1:21.348,1:20.878,1:20.429
1089,815,9,4,1:21.495,1:21.358,1:21.206
1089,1,131,5,1:22.048,1:21.708,1:21.524
1089,847,131,6,1:21.785,1:21.747,1:21.542
1089,846,1,7,1:22.130,1:21.831,1:21.584
1089,817,1,8,1:22.139,1:21.855,1:21.925
1089,842,213,9,1:22.010,1:22.062,1:22.648
1091,844,6,1,1:54.129,1:52.343,1:49.412
1091,815,9,2,1:54.404,1:52.818,1:49.434
1091,1,131,3,1:53.161,1:52.691,1:49.466
1091,832,6,4,1:54.559,1:53.219,1:49.583
1091,4,214,5,1:55.360,1:53.127,1:49.966
1091,846,1,6,1:55.914,1:53.942,1:50.584
1091,842,213,7,1:55.606,1:53.546,1:51.211
1091,830,9,8,1:53.057,1:52.723,1:51.395
1091,825,210,9,1:55.103,1:54.006,1:51.573
1091,852,213,10,1:55.314,1:53.848,1:51.983
1092,830,9,1,1:30.224,1:30.346,1:29.304
1092,844,6,2,1:30.402,1:30.486,1:29.314
1092,832,6,3,1:30.336,1:30.444,1:29.361
1092,815,9,4,1:30.622,1:29.925,1:29.709
1092,839,214,5,1:30.696,1:30.357,1:30.165
1092,1,131,6,1:30.906,1:30.443,1:30.261
1092,4,214,7,1:30.603,1:30.343,1:30.322
1092,847,131,8,1:30.865,1:30.465,1:30.389
1092,20,117,9,1:31.256,1:30.656,1:30.554
1092,846,1,10,1:30.881,1:30.473,1:31.003
1093,832,6,1,1:35.297,1:35.590,1:34.356
1093,844,6,2,1:35.795,1:35.246,1:34.421
1093,830,9,3,1:35.864,1:35.294,1:34.448
1093,815,9,4,1:36.163,1:35.864,1:34.645
1093,1,131,5,1:36.148,1:35.732,1:34.947
1093,847,131,6,1:36.195,1:35.692,1:34.988
1093,840,117,7,1:36.860,1:36.032,1:35.598
1093,846,1,8,1:36.465,1:36.341,1:35.690
1093,4,214,9,1:36.446,1:35.988,1:35.876
1093,822,51,10,1:36.746,1:36.321,1:36.319
1094,830,9,1,1:19.222,1:18.566,1:17.775
1094,847,131,2,1:19.583,1:18.565,1:18.079
1094,1,131,3,1:19.169,1:18.552,1:18.084
1094,815,9,4,1:19.706,1:18.615,1:18.128
1094,832,6,5,1:19.566,1:18.560,1:18.351
1094,822,51,6,1:19.523,1:18.762,1:18.401
1094,844,6,7,1:19.505,1:19.109,1:18.555
1094,846,1,8,1:19.857,1:19.119,1:18.721
1094,4,214,9,1:20.006,1:19.272,1:18.939
1094,839,214,10,1:19.945,1:19.081,1:19.010
1095,825,210,1,1:13.954,1:11.410,1:11.674
1095,830,9,2,1:13.625,1:10.881,1:11.877
1095,847,131,3,1:14.427,1:11.318,1:12.059
1095,846,1,4,1:13.106,1:11.377,1:12.263
1095,832,6,5,1:14.680,1:10.890,1:12.357
1095,839,214,6,1:14.663,1:11.587,1:12.425
1095,4,214,7,1:13.542,1:11.394,1:12.504
1095,1,131,8,1:13.403,1:11.539,1:12.611
1095,815,9,9,1:13.613,1:11.456,1:15.601
1096,830,9,1,1:24.754,1:24.622,1:23.824
1096,815,9,2,1:24.820,1:24.419,1:24.052
1096,844,6,3,1:25.211,1:24.517,1:24.092
1096,832,6,4,1:25.090,1:24.521,1:24.242
1096,1,131,5,1:25.594,1:24.774,1:24.508
1096,847,131,6,1:25.545,1:24.940,1:24.511
1096,846,1,7,1:25.387,1:24.903,1:24.769
1096,839,214,8,1:25.735,1:25.007,1:24.830
1096,20,117,9,1:25.523,1:24.974,1:24.961
1096,817,1,10,1:25.766,1:25.068,1:25.045
1098,830,9,1,1:31.295,1:30.503,1:29.708
1098,815,9,2,1:31.479,1:30.746,1:29.846
1098,844,6,3,1:31.094,1:30.282,1:30.000
1098,832,6,4,1:30.993,1:30.515,1:30.154
1098,4,117,5,1:31.158,1:30.645,1:30.336
1098,847,131,6,1:31.057,1:30.507,1:30.340
1098,1,131,7,1:31.543,1:30.513,1:30.384
1098,840,117,8,1:31.184,1:31.127,1:30.836
1098,839,214,9,1:31.508,1:30.914,1:30.984
1099,815,9,1,1:29.244,1:28.635,1:28.265
1099,844,6,2,1:29.376,1:28.903,1:28.420
1099,4,117,3,1:29.298,1:28.757,1:28.730
1099,847,131,4,1:29.592,1:29.132,1:28.857
1099,832,6,5,1:29.411,1:28.957,1:28.931
1099,840,117,6,1:29.335,1:28.962,1:28.945
1099,839,214,7,1:29.707,1:29.255,1:29.078
1099,1,131,8,1:29.689,1:29.374,1:29.223
1099,857,1,9,1:29.706,1:29.378,1:29.243
1099,842,214,10,1:29.890,1:29.411,1:29.357
1100,830,9,1,1:17.384,1:17.056,1:16.732
1100,847,131,2,1:17.654,1:17.513,1:16.968
1100,1,131,3,1:17.689,1:17.551,1:17.104
1100,4,117,4,1:17.832,1:17.283,1:17.139
1100,832,6,5,1:17.928,1:17.349,1:17.270
1100,840,117,6,1:17.873,1:17.616,1:17.308
1100,844,6,7,1:18.218,1:17.390,1:17.369
1100,848,3,8,1:17.962,1:17.761,1:17.609
1100,842,214,9,1:18.312,1:17.574,1:17.675
1100,807,210,10,1:18.029,1:17.412,1:17.735
1101,844,6,1,1:41.269,1:41.037,1:40.203
1101,830,9,2,1:41.398,1:40.822,1:40.391
1101,815,9,3,1:41.756,1:41.131,1:40.495
1101,832,6,4,1:42.197,1:41.369,1:41.016
1101,1,131,5,1:42.113,1:41.650,1:41.177
1101,4,117,6,1:41.720,1:41.370,1:41.253
1101,846,1,7,1:42.154,1:41.485,1:41.281
1101,852,213,8,1:42.234,1:41.569,1:41.581
1101,840,117,9,1:42.524,1:41.576,1:41.611
1101,857,1,10,1:42.455,1:41.636,1:41.611
1102,815,9,1,1:27.713,1:27.328,1:26.841
1102,4,117,2,1:28.179,1:27.097,1:27.202
1102,832,6,3,1:27.686,1:27.148,1:27.349
1102,825,210,4,1:27.809,1:27.673,1:27.767
1102,842,214,5,1:28.061,1:27.612,1:27.786
1102,847,131,6,1:28.086,1:27.743,1:27.804
1102,844,6,7,1:27.713,1:26.964,1:27.861
1102,839,214,8,1:27.872,1:27.444,1:27.935
1104,830,9,1,1:12.386,1:11.908,1:11.365
1104,4,117,2,1:12.886,1:12.107,1:11.449
1104,844,6,3,1:12.912,1:12.103,1:11.471
1104,839,214,4,1:12.967,1:12.248,1:11.553
1104,832,6,5,1:12.717,1:12.210,1:11.630
1104,1,131,6,1:12.872,1:12.156,1:11.725
1104,842,214,7,1:13.033,1:12.169,1:11.933
1104,847,131,8,1:12.769,1:12.151,1:11.964
1104,852,213,9,1:12.642,1:12.249,1:12.082
1104,846,1,10,1:12.877,1:12.377,1:12.254
1105,830,9,1,1:13.615,1:12.760,1:12.272
1105,832,6,2,1:13.411,1:12.790,1:12.734
1105,846,1,3,1:13.295,1:12.776,1:12.792
1105,842,214,4,1:13.471,1:13.186,1:12.816
1105,1,131,5,1:12.937,1:12.999,1:12.818
1105,840,117,6,1:13.766,1:13.082,1:12.994
1105,839,214,7,1:13.433,1:13.001,1:13.083
1105,807,210,8,1:13.420,1:13.283,1:13.229
1105,4,117,9,1:13.747,1:13.098,1:13.507
1105,857,1,10,1:13.691,1:13.059,1:13.682
1106,830,9,1,1:20.851,1:19.092,1:25.858
1106,807,210,2,1:22.730,1:20.305,1:27.102
1106,4,117,3,1:21.481,1:19.776,1:27.286
1106,1,131,4,1:21.554,1:20.426,1:27.627
1106,847,131,5,1:21.798,1:20.098,1:27.893
1106,839,214,6,1:22.114,1:20.406,1:27.945
1106,846,1,7,1:21.998,1:19.347,1:28.046
1106,832,6,8,1:22.248,1:19.856,1:29.294
1106,857,1,9,1:22.190,1:19.659,1:31.349
1107,830,9,1,1:05.116,1:04.951,1:04.391
1107,844,6,2,1:05.577,1:05.087,1:04.439
1107,832,6,3,1:05.339,1:04.975,1:04.581
1107,846,1,4,1:05.617,1:05.038,1:04.658
1107,1,131,5,1:05.673,1:05.188,1:04.819
1107,840,117,6,1:05.710,1:05.121,1:04.893
1107,4,117,7,1:05.655,1:05.181,1:04.911
1107,807,210,8,1:05.740,1:05.362,1:05.090
1107,842,214,9,1:05.515,1:05.308,1:05.170
1107,848,3,10,1:05.673,1:05.387,1:05.823
1108,830,9,1,1:29.428,1:27.702,1:26.720
1108,846,1,2,1:28.917,1:28.042,1:26.961
1108,857,1,3,1:29.874,1:27.845,1:27.092
1108,844,6,4,1:29.143,1:28.361,1:27.136
1108,832,6,5,1:29.865,1:28.265,1:27.148
1108,847,131,6,1:29.412,1:28.782,1:27.155
1108,1,131,7,1:29.415,1:28.545,1:27.211
1108,848,3,8,1:29.466,1:28.067,1:27.530
1108,4,117,9,1:29.949,1:28.368,1:27.659
1108,842,214,10,1:29.533,1:28.751,1:27.689
1109,1,131,1,1:18.577,1:17.427,1:16.609
1109,830,9,2,1:18.318,1:17.547,1:16.612
1109,846,1,3,1:18.697,1:17.328,1:16.694
1109,857,1,4,1:18.464,1:17.571,1:16.905
1109,855,51,5,1:18.143,1:17.700,1:16.971
1109,844,6,6,1:18.440,1:17.580,1:16.992
1109,822,51,7,1:18.775,1:17.563,1:17.034
1109,4,117,8,1:18.580,1:17.701,1:17.035
1109,815,9,9,1:18.360,1:17.675,1:17.045
1109,807,210,10,1:18.695,1:17.652,1:17.186
1110,830,9,1,1:58.515,1:52.784,1:46.168
1110,844,6,2,1:58.300,1:52.017,1:46.988
1110,815,9,3,1:58.899,1:52.353,1:47.045
1110,1,131,4,1:58.563,1:52.345,1:47.087
1110,832,6,5,1:58.688,1:51.711,1:47.152
1110,857,1,6,1:58.872,1:51.534,1:47.365
1110,846,1,7,1:59.981,1:52.252,1:47.669
1110,847,131,8,1:59.035,1:52.605,1:47.805
1110,4,117,9,1:58.834,1:52.751,1:47.843
1110,840,117,10,1:59.663,1:52.193,1:48.841
1111,830,9,1,1:20.965,1:18.856,1:10.567
1111,846,1,2,1:21.276,1:19.769,1:11.104
1111,847,131,3,1:21.345,1:19.620,1:11.294
1111,848,3,4,1:20.939,1:19.399,1:11.419
1111,4,117,5,1:21.840,1:19.429,1:11.506
1111,832,6,6,1:21.321,1:19.929,1:11.754
1111,815,9,7,1:21.972,1:19.856,1:11.880
1111,857,1,8,1:21.231,1:19.392,1:11.938
1111,844,6,9,1:22.019,1:19.600,1:12.665
1111,858,3,10,1:22.036,1:20.067,1:16.748
1112,832,6,1,1:21.965,1:20.991,1:20.294
1112,830,9,2,1:21.573,1:20.937,1:20.307
1112,844,6,3,1:21.788,1:20.977,1:20.361
1112,847,131,4,1:22.148,1:21.382,1:20.671
1112,815,9,5,1:21.911,1:21.240,1:20.688
1112,848,3,6,1:21.661,1:21.272,1:20.760
1112,857,1,7,1:22.106,1:21.527,1:20.785
1112,1,131,8,1:21.977,1:21.369,1:20.820
1112,846,1,9,1:21.995,1:21.581,1:20.979
1112,4,117,10,1:22.043,1:21.543,1:21.417
1113,832,6,1,1:32.339,1:31.439,1:30.984
1113,847,131,2,1:32.331,1:31.743,1:31.056
1113,844,6,3,1:32.406,1:32.012,1:31.063
1113,846,1,4,1:32.483,1:31.951,1:31.270
1113,1,131,5,1:32.651,1:32.019,1:31.485
1113,825,210,6,1:32.242,1:31.892,1:31.575
1113,4,117,7,1:32.584,1:31.835,1:31.615
1113,839,214,8,1:32.369,1:32.089,1:31.673
1113,807,210,9,1:32.100,1:31.994,1:31.808
1113,859,213,10,1:32.215,1:32.166,1:32.268
1114,830,9,1,1:29.878,1:29.964,1:28.877
1114,857,1,2,1:30.439,1:30.122,1:29.458
1114,846,1,3,1:30.063,1:30.296,1:29.493
1114,844,6,4,1:30.393,1:29.940,1:29.542
1114,815,9,5,1:30.652,1:29.965,1:29.650
1114,832,6,6,1:30.651,1:30.067,1:29.850
1114,1,131,7,1:30.811,1:30.040,1:29.908
1114,847,131,8,1:30.811,1:30.268,1:30.219
1114,852,213,9,1:30.733,1:30.204,1:30.303
1114,4,117,10,1:30.971,1:30.465,1:30.560
1115,830,9,1,1:25.007,1:24.483,1:23.778
1115,847,131,2,1:25.334,1:24.827,1:24.219
1115,1,131,3,1:26.076,1:24.381,1:24.305
1115,4,117,4,1:25.223,1:25.241,1:24.369
1115,844,6,5,1:25.452,1:25.079,1:24.424
1115,857,1,6,1:25.266,1:24.724,1:24.540
1115,842,214,7,1:25.566,1:24.918,1:24.553
1115,839,214,8,1:25.711,1:24.928,1:24.763
1115,822,51,9,1:26.038,1:25.297,1:25.058
1116,844,6,1,1:36.061,1:35.004,1:34.723
1116,846,1,2,1:35.110,1:35.441,1:34.853
1116,1,131,3,1:35.091,1:35.240,1:34.862
1116,832,6,4,1:35.824,1:35.302,1:34.945
1116,847,131,5,1:36.165,1:35.606,1:35.079
1116,830,9,6,1:35.346,1:35.008,1:35.081
1116,842,214,7,1:36.158,1:35.496,1:35.089
1116,839,214,8,1:36.131,1:35.413,1:35.154
1116,815,9,9,1:35.989,1:35.679,1:35.173
1116,857,1,10,1:36.064,1:35.576,1:35.467
1117,844,6,1,1:18.401,1:17.901,1:17.166
1117,832,6,2,1:18.755,1:18.382,1:17.233
1117,830,9,3,1:18.099,1:17.625,1:17.263
1117,817,213,4,1:18.341,1:17.706,1:17.382
1117,815,9,5,1:18.553,1:18.124,1:17.423
1117,1,131,6,1:18.677,1:17.571,1:17.454
1117,857,1,7,1:18.241,1:17.874,1:17.623
1117,847,131,8,1:18.893,1:17.673,1:17.674
1117,822,51,9,1:18.429,1:18.016,1:18.032
1117,855,51,10,1:19.016,1:18.440,1:18.050
1118,830,9,1,1:10.436,1:10.162,1:10.727
1118,844,6,2,1:10.472,1:10.303,1:11.021
1118,840,117,3,1:10.551,1:10.375,1:11.344
1118,4,117,4,1:10.557,1:10.237,1:11.387
1118,1,131,5,1:10.604,1:10.266,1:11.469
1118,847,131,6,1:10.340,1:10.316,1:11.590
1118,846,1,7,1:10.623,1:10.021,1:11.987
1118,832,6,8,1:10.624,1:10.254,1:11.989
1118,815,9,9,1:10.668,1:10.219,1:12.321
1119,844,6,1,1:33.617,1:32.775,1:32.726
1119,832,6,2,1:33.851,1:33.338,1:32.770
1119,830,9,3,1:34.190,1:33.572,1:33.104
1119,847,131,4,1:34.137,1:33.351,1:33.112
1119,842,214,5,1:34.272,1:33.494,1:33.239
1119,848,3,6,1:34.634,1:33.588,1:33.323
1119,858,3,7,1:34.525,1:33.733,1:33.513
1119,822,51,8,1:34.305,1:33.809,1:33.525
1119,825,210,9,1:34.337,1:33.664,1:33.537
1119,4,117,10,1:34.422,1:33.617,1:33.555
1120,830,9,1,1:24.160,1:23.740,1:23.445
1120,844,6,2,1:24.459,1:23.969,1:23.584
1120,857,1,3,1:24.487,1:24.278,1:23.782
1120,847,131,4,1:24.337,1:24.013,1:23.788
1120,846,1,5,1:24.368,1:23.920,1:23.816
1120,852,213,6,1:24.286,1:24.207,1:23.968
1120,4,117,7,1:24.501,1:24.131,1:24.084
1120,807,210,8,1:24.425,1:24.213,1:24.108
1120,815,9,9,1:24.209,1:24.116,1:24.171
1120,842,214,10,1:24.600,1:24.078,1:24.548
1121,830,9,1,1:30.031,1:29.374,1:29.179
1121,844,6,2,1:30.243,1:29.165,1:29.407
1121,847,131,3,1:30.350,1:29.922,1:29.485
1121,832,6,4,1:29.909,1:29.573,1:29.507
1121,815,9,5,1:30.221,1:29.932,1:29.537
1121,4,117,6,1:30.179,1:29.801,1:29.542
1121,846,1,7,1:30.143,1:29.941,1:29.614
1121,857,1,8,1:30.531,1:30.122,1:29.683
1121,1,131,9,1:30.451,1:29.718,1:29.710
1121,807,210,10,1:30.566,1:29.851,1:30.502
1122,830,9,1,1:28.171,1:28.033,1:27.472
1122,844,6,2,1:28.318,1:28.112,1:27.791
1122,815,9,3,1:28.638,1:28.467,1:27.807
1122,4,117,4,1:28.706,1:28.122,1:27.846
1122,857,1,5,1:28.755,1:28.343,1:28.089
1122,846,1,6,1:28.805,1:28.479,1:28.132
1122,847,131,7,1:28.749,1:28.448,1:28.316
1122,1,131,8,1:28.994,1:28.606,1:28.460
1122,852,215,9,1:28.988,1:28.564,1:28.547
1122,840,117,10,1:28.250,1:28.578,1:28.572
1123,830,9,1,1:16.819,1:16.387,1:15.915
1123,832,6,2,1:16.731,1:16.189,1:16.185
1123,815,9,3,1:16.805,1:16.631,1:16.274
