raceId,driverId,constructorId,qualifyingPosition,q1,q2,q3
1009,807,4,10,1:37.569,1:36.630,1:36.542
1010,1,131,1,1:22.043,1:21.014,1:20.486
1010,822,131,2,1:22.367,1:21.193,1:20.598
1010,20,6,3,1:22.885,1:21.912,1:21.190
1010,830,9,4,1:22.876,1:21.678,1:21.320
1010,844,6,5,1:22.017,1:21.739,1:21.442
1010,154,210,6,1:22.959,1:21.870,1:21.826
1010,825,210,7,1:22.519,1:22.221,1:22.099
1010,846,1,8,1:22.702,1:22.423,1:22.304
1010,8,51,9,1:22.966,1:22.349,1:22.314
1010,815,211,10,1:22.908,1:22.532,1:22.781
1011,844,6,1,1:28.495,1:28.046,1:27.866
1011,20,6,2,1:28.733,1:28.356,1:28.160
1011,1,131,3,1:29.262,1:28.578,1:28.190
1011,822,131,4,1:29.498,1:28.830,1:28.256
1011,830,9,5,1:29.579,1:29.109,1:28.752
1011,825,210,6,1:29.532,1:29.017,1:28.757
1011,832,1,7,1:29.528,1:29.055,1:28.813
1011,154,210,8,1:29.688,1:29.249,1:29.015
1011,8,51,9,1:29.959,1:29.471,1:29.022
1011,846,1,10,1:29.381,1:29.258,1:29.043
1012,822,131,1,1:32.658,1:31.728,1:31.547
1012,1,131,2,1:33.115,1:31.637,1:31.570
1012,20,6,3,1:33.557,1:32.232,1:31.848
1012,844,6,4,1:32.712,1:32.324,1:31.865
1012,830,9,5,1:33.274,1:32.369,1:32.089
1012,842,9,6,1:33.863,1:32.948,1:32.930
1012,817,4,7,1:33.709,1:33.214,1:32.958
1012,807,4,8,1:33.644,1:33.968,1:32.962
1013,822,131,1,1:42.026,1:41.500,1:40.495
1013,1,131,2,1:41.614,1:41.580,1:40.554
1013,20,6,3,1:42.042,1:41.889,1:40.797
1013,830,9,4,1:41.727,1:41.388,1:41.069
1013,815,211,5,1:42.249,1:41.870,1:41.593
1013,826,5,6,1:42.324,1:42.221,1:41.681
1013,846,1,7,1:42.371,1:42.084,1:41.886
1013,841,51,8,1:42.140,1:42.381,1:42.424
1014,822,131,1,1:16.979,1:15.924,1:15.406
1014,1,131,2,1:17.292,1:16.038,1:16.040
1014,20,6,3,1:17.425,1:16.667,1:16.272
1014,830,9,4,1:17.244,1:16.726,1:16.357
1014,844,6,5,1:17.388,1:16.714,1:16.588
1014,842,9,6,1:17.862,1:16.932,1:16.708
1014,154,210,7,1:18.042,1:17.066,1:16.911
1014,825,210,8,1:17.669,1:17.272,1:16.922
1014,826,5,9,1:17.914,1:17.243,1:17.573
1014,817,4,10,1:18.385,1:17.299,1:18.106
1015,1,131,1,1:11.542,1:10.835,1:10.166
1015,822,131,2,1:11.562,1:10.701,1:10.252
1015,830,9,3,1:11.597,1:10.618,1:10.641
1015,20,6,4,1:11.434,1:11.227,1:10.947
1015,842,9,5,1:11.740,1:11.457,1:11.041
1015,825,210,6,1:11.865,1:11.363,1:11.109
1015,817,4,7,1:11.767,1:11.543,1:11.218
1015,826,5,8,1:11.602,1:11.412,1:11.271
1015,832,1,9,1:11.872,1:11.608,1:11.417
1015,848,5,10,1:12.007,1:11.429,1:11.653
1016,20,6,1,1:11.200,1:11.142,1:10.240
1016,1,131,2,1:11.518,1:11.010,1:10.446
1016,844,6,3,1:11.214,1:11.205,1:10.920
1016,817,4,4,1:11.837,1:11.532,1:11.071
1016,842,9,5,1:12.023,1:11.196,1:11.079
1016,822,131,6,1:11.229,1:11.095,1:11.101
1016,807,4,7,1:11.720,1:11.553,1:11.324
1016,846,1,8,1:11.780,1:11.735,1:11.863
1016,832,1,9,1:11.750,1:11.572,1:13.981
1017,1,131,1,1:30.609,1:29.520,1:28.319
1017,822,131,2,1:30.550,1:29.437,1:28.605
1017,844,6,3,1:30.647,1:29.699,1:28.965
1017,830,9,4,1:31.327,1:30.099,1:29.409
1017,846,1,5,1:30.989,1:30.019,1:29.418
1017,832,1,6,1:31.073,1:30.319,1:29.522
1017,20,6,7,1:31.075,1:29.506,1:29.799
1017,817,4,8,1:30.954,1:30.369,1:29.918
1017,842,9,9,1:31.152,1:30.421,1:30.184
1017,841,51,10,1:31.180,1:30.408,1:33.420
1018,844,6,1,1:04.138,1:03.378,1:03.003
1018,1,131,2,1:03.818,1:03.803,1:03.262
1018,830,9,3,1:03.807,1:03.835,1:03.439
1018,822,131,4,1:04.084,1:03.863,1:03.537
1018,825,210,5,1:04.778,1:04.466,1:04.072
1018,846,1,6,1:04.361,1:04.211,1:04.099
1018,8,51,7,1:04.615,1:04.056,1:04.166
1018,841,51,8,1:04.450,1:04.194,1:04.179
1018,842,9,9,1:04.412,1:03.988,1:04.199
1019,822,131,1,1:25.750,1:25.672,1:25.093
1019,1,131,2,1:25.513,1:25.840,1:25.099
1019,844,6,3,1:25.533,1:25.546,1:25.172
1019,830,9,4,1:25.700,1:25.848,1:25.276
1019,842,9,5,1:26.273,1:26.038,1:25.590
1019,20,6,6,1:25.898,1:26.023,1:25.787
1019,817,4,7,1:26.428,1:26.283,1:26.182
1019,846,1,8,1:26.079,1:26.385,1:26.224
1019,848,5,9,1:26.482,1:26.403,1:26.345
1019,807,4,10,1:26.568,1:26.397,1:26.386
1020,1,131,1,1:12.852,1:12.149,1:11.767
1020,830,9,2,1:12.593,1:12.427,1:12.113
1020,822,131,3,1:13.075,1:12.424,1:12.129
1020,842,9,4,1:12.991,1:12.385,1:12.522
1020,8,51,5,1:13.066,1:12.519,1:12.538
1020,154,210,6,1:13.146,1:12.769,1:12.851
1020,832,1,7,1:13.221,1:12.632,1:12.897
1020,815,211,8,1:13.194,1:12.776,1:13.065
1020,807,4,9,1:13.186,1:12.766,1:13.126
1021,830,9,1,1:15.817,1:15.573,1:14.572
1021,822,131,2,1:16.078,1:15.669,1:14.590
1021,1,131,3,1:16.068,1:15.548,1:14.769
1021,844,6,4,1:16.337,1:15.792,1:15.043
1021,20,6,5,1:16.452,1:15.885,1:15.071
1021,842,9,6,1:16.716,1:16.393,1:15.450
1021,846,1,7,1:16.697,1:16.060,1:15.800
1021,832,1,8,1:16.493,1:16.308,1:15.852
1021,154,210,9,1:16.978,1:16.319,1:16.013
1021,8,51,10,1:16.506,1:16.518,1:16.041
1022,844,6,1,1:43.587,1:42.938,1:42.519
1022,20,6,2,1:44.109,1:43.037,1:43.267
1022,1,131,3,1:45.260,1:43.592,1:43.282
1022,822,131,4,1:45.141,1:43.980,1:43.415
1022,830,9,5,1:44.622,1:44.132,1:43.690
1022,817,4,6,1:45.560,1:44.103,1:44.257
1022,807,4,7,1:45.899,1:44.549,1:44.542
1022,8,51,8,1:45.842,1:44.140,1:44.557
1022,815,211,9,1:45.732,1:44.707,1:44.706
1022,825,210,10,1:45.839,1:44.738,1:45.086
1023,844,6,1,1:20.126,1:19.553,1:19.307
1023,1,131,2,1:20.272,1:19.464,1:19.346
1023,822,131,3,1:20.156,1:20.018,1:19.354
1023,20,6,4,1:20.378,1:19.715,1:19.457
1023,817,4,5,1:20.374,1:19.833,1:19.839
1023,807,4,6,1:20.155,1:20.275,1:20.049
1023,832,1,7,1:20.413,1:20.202,1:20.455
1024,844,6,1,1:38.014,1:36.650,1:36.217
1024,1,131,2,1:37.565,1:36.933,1:36.408
1024,20,6,3,1:38.374,1:36.720,1:36.437
1024,830,9,4,1:38.540,1:37.089,1:36.813
1024,822,131,5,1:37.317,1:37.142,1:37.146
1024,848,9,6,1:39.106,1:37.865,1:37.411
1024,832,1,7,1:38.882,1:37.982,1:37.818
1024,807,4,8,1:39.001,1:38.580,1:38.264
1024,846,1,9,1:38.606,1:37.572,1:38.329
1025,844,6,1,1:33.613,1:32.434,1:31.628
1025,1,131,2,1:33.230,1:33.134,1:32.030
1025,20,6,3,1:33.032,1:32.536,1:32.053
1025,830,9,4,1:33.368,1:32.634,1:32.310
1025,822,131,5,1:33.413,1:33.281,1:32.632
1025,832,1,6,1:34.184,1:33.807,1:33.222
1025,807,4,7,1:34.236,1:33.898,1:33.289
1025,846,1,8,1:34.201,1:33.725,1:33.301
1025,154,210,9,1:34.283,1:33.643,1:33.517
1025,817,4,10,1:34.138,1:33.862,1:33.661
1026,20,6,1,1:28.988,1:28.174,1:27.064
1026,844,6,2,1:28.405,1:28.179,1:27.253
1026,822,131,3,1:28.896,1:27.688,1:27.293
1026,1,131,4,1:28.735,1:27.826,1:27.302
1026,830,9,5,1:28.754,1:28.499,1:27.851
1026,848,9,6,1:29.351,1:28.156,1:27.851
1026,832,1,7,1:29.018,1:28.577,1:28.304
1026,846,1,8,1:28.873,1:28.571,1:28.464
1026,842,5,9,1:29.411,1:28.779,1:28.836
1026,154,210,10,1:29.572,1:29.144,1:29.341
1027,830,9,1,1:15.949,1:16.136,1:14.758
1027,844,6,2,1:16.364,1:16.219,1:15.024
1027,20,6,3,1:16.696,1:15.914,1:15.170
1027,1,131,4,1:16.424,1:15.721,1:15.262
1027,848,9,5,1:16.175,1:16.574,1:15.336
1027,822,131,6,1:17.062,1:15.852,1:15.338
1027,832,1,7,1:17.044,1:16.267,1:16.014
1027,846,1,8,1:17.092,1:16.447,1:16.322
1027,826,5,9,1:17.041,1:16.657,1:16.469
1027,842,5,10,1:17.065,1:16.679,1:16.586
1028,822,131,1,1:33.750,1:33.160,1:32.029
1028,20,6,2,1:33.766,1:33.782,1:32.041
1028,830,9,3,1:33.549,1:33.120,1:32.096
1028,844,6,4,1:33.988,1:32.760,1:32.137
1028,1,131,5,1:33.454,1:33.045,1:32.321
1028,848,9,6,1:33.984,1:32.898,1:32.548
1028,832,1,7,1:33.916,1:33.422,1:32.847
1028,846,1,8,1:33.353,1:33.316,1:33.175
1028,817,4,9,1:33.835,1:33.608,1:33.488
1028,842,5,10,1:33.556,1:33.715,1:33.601
1029,830,9,1,1:08.242,1:07.503,1:07.508
1029,20,6,2,1:08.556,1:08.050,1:07.631
1029,1,131,3,1:08.614,1:08.088,1:07.699
1029,844,6,4,1:08.496,1:07.888,1:07.728
1029,822,131,5,1:08.545,1:08.232,1:07.874
1029,848,9,6,1:08.503,1:08.117,1:07.935
1029,842,5,7,1:08.909,1:08.770,1:08.837
1029,154,210,8,1:09.197,1:08.705,1:08.854
1029,8,51,9,1:09.276,1:08.858,1:08.984
1029,825,210,10,1:08.875,1:08.803,1:09.037
1030,1,131,1,1:35.851,1:35.634,1:34.779
1030,822,131,2,1:36.200,1:35.674,1:34.973
1030,830,9,3,1:36.390,1:36.275,1:35.139
1030,844,6,4,1:36.478,1:35.543,1:35.219
1030,20,6,5,1:36.963,1:35.786,1:35.339
1030,848,9,6,1:36.102,1:36.718,1:35.682
1030,846,1,7,1:37.545,1:36.764,1:36.436
1030,817,4,8,1:37.106,1:36.785,1:36.456
1030,832,1,9,1:37.358,1:36.308,1:36.459
1030,807,4,10,1:37.506,1:36.859,1:36.710
1031,822,131,1,1:04.111,1:03.015,1:02.939
1031,1,131,2,1:04.198,1:03.096,1:02.951
1031,830,9,3,1:04.024,1:04.000,1:03.477
1031,846,1,4,1:04.606,1:03.819,1:03.626
1031,848,9,5,1:04.661,1:03.746,1:03.868
1031,815,211,6,1:04.543,1:03.860,1:03.868
1031,844,6,7,1:04.500,1:04.041,1:03.923
1031,832,1,8,1:04.537,1:03.971,1:03.971
1031,840,211,9,1:04.309,1:03.955,1:04.029
1031,817,4,10,1:04.556,1:04.023,1:04.239
1032,1,131,1,1:18.188,1:17.825,1:19.273
1032,830,9,2,1:18.297,1:17.938,1:20.489
1032,832,1,3,1:18.590,1:18.836,1:20.671
1032,822,131,4,1:18.791,1:18.657,1:20.701
1032,839,4,5,1:19.687,1:18.764,1:20.922
1032,846,1,6,1:18.504,1:18.448,1:20.925
1032,848,9,7,1:20.882,1:19.014,1:21.011
1032,842,213,8,1:20.192,1:18.744,1:21.028
1032,817,4,9,1:19.662,1:19.229,1:21.192
1032,20,6,10,1:20.243,1:19.545,1:21.651
1033,822,131,2,1:15.474,1:14.530,1:13.554
1033,840,211,3,1:14.895,1:15.176,1:14.377
1033,815,211,4,1:14.681,1:15.394,1:14.545
1033,20,6,5,1:15.455,1:15.131,1:14.774
1033,844,6,6,1:15.793,1:15.006,1:14.817
1033,830,9,7,1:15.495,1:14.976,1:14.849
1033,846,1,8,1:15.444,1:15.085,1:14.966
1033,832,1,9,1:15.281,1:15.267,1:15.027
1033,1,131,1,1:14.907,1:14.261,1:13.447
1034,1,131,1,1:25.900,1:25.347,1:24.303
1034,822,131,2,1:25.801,1:25.015,1:24.616
1034,830,9,3,1:26.115,1:26.144,1:25.325
1034,844,6,4,1:26.550,1:26.203,1:25.427
1034,846,1,5,1:26.855,1:26.420,1:25.782
1034,840,211,6,1:26.243,1:26.501,1:25.839
1034,832,1,7,1:26.715,1:26.149,1:25.965
1034,817,4,8,1:26.677,1:26.339,1:26.009
1034,839,4,9,1:26.396,1:26.252,1:26.209
1034,20,6,10,1:26.469,1:26.455,1:26.339
1035,822,131,1,1:26.738,1:25.785,1:25.154
1035,1,131,2,1:26.818,1:26.266,1:25.217
1035,807,211,3,1:27.279,1:26.261,1:26.082
1035,830,9,4,1:27.154,1:26.779,1:26.176
1035,817,4,5,1:27.442,1:26.636,1:26.297
1035,840,211,6,1:27.187,1:26.674,1:26.428
1035,842,213,7,1:27.154,1:26.523,1:26.534
1035,844,6,8,1:27.427,1:26.709,1:26.614
1035,848,9,9,1:27.153,1:26.642,1:26.669
1035,846,1,10,1:27.217,1:26.885,1:26.778
1036,1,131,1,1:16.872,1:16.013,1:15.584
1036,822,131,2,1:17.243,1:16.152,1:15.643
1036,830,9,3,1:17.213,1:16.518,1:16.292
1036,815,211,4,1:17.117,1:16.936,1:16.482
1036,840,211,5,1:17.316,1:16.666,1:16.589
1036,848,9,6,1:17.419,1:17.163,1:17.029
1036,832,1,7,1:17.438,1:16.876,1:17.044
1036,846,1,8,1:17.577,1:17.166,1:17.084
1036,844,6,9,1:17.256,1:16.953,1:17.087
1036,842,213,10,1:17.356,1:16.800,1:17.136
1037,1,131,1,1:42.323,1:42.014,1:41.252
1037,822,131,2,1:42.534,1:42.126,1:41.763
1037,830,9,3,1:43.197,1:42.473,1:41.778
1037,817,4,4,1:43.309,1:42.487,1:42.061
1037,848,9,5,1:43.418,1:42.193,1:42.264
1037,839,4,6,1:43.505,1:42.534,1:42.396
1037,832,1,7,1:43.322,1:42.478,1:42.438
1037,815,211,8,1:43.349,1:42.670,1:42.532
1037,840,211,9,1:43.265,1:42.491,1:42.603
1037,846,1,10,1:43.514,1:42.722,1:42.657
1038,1,131,1,1:19.514,1:19.092,1:18.887
1038,822,131,2,1:19.786,1:18.952,1:18.956
1038,832,1,3,1:20.099,1:19.705,1:19.695
1038,815,211,4,1:20.048,1:19.718,1:19.720
1038,830,9,5,1:20.193,1:19.780,1:19.795
1038,846,1,6,1:20.344,1:19.962,1:19.820
1038,817,4,7,1:20.548,1:20.031,1:19.864
1038,840,211,8,1:20.400,1:19.924,1:20.049
1038,848,9,9,1:21.104,1:20.064,1:20.090
1038,842,213,10,1:20.145,1:19.909,1:20.177
1039,1,131,1,1:15.778,1:15.309,1:15.144
1039,822,131,2,1:15.749,1:15.322,1:15.203
1039,830,9,3,1:16.335,1:15.471,1:15.509
1039,848,9,4,1:16.527,1:15.914,1:15.954
1039,844,6,5,1:16.698,1:16.324,1:16.270
1039,815,211,6,1:16.596,1:16.489,1:16.311
1039,840,211,7,1:16.701,1:16.271,1:16.356
1039,817,4,8,1:16.981,1:16.243,1:16.543
1039,832,1,9,1:16.993,1:16.522,1:17.870
1040,1,131,1,1:32.983,1:32.835,1:31.304
1040,830,9,2,1:33.630,1:33.157,1:31.867
1040,822,131,3,1:32.656,1:32.405,1:31.956
1040,815,211,4,1:33.704,1:33.038,1:32.317
1040,817,4,5,1:33.650,1:32.218,1:32.364
1040,832,1,6,1:33.967,1:32.757,1:32.550
1040,839,4,7,1:33.557,1:33.196,1:32.624
1040,846,1,8,1:33.804,1:33.081,1:32.847
1040,842,213,9,1:33.734,1:33.139,1:33.000
1040,848,9,10,1:33.919,1:33.153,1:33.008
1041,822,131,1,1:26.573,1:25.971,1:25.269
1041,1,131,2,1:26.620,1:25.390,1:25.525
1041,830,9,3,1:26.319,1:25.467,1:25.562
1041,844,6,4,1:26.857,1:26.240,1:26.035
1041,848,9,5,1:27.126,1:26.285,1:26.047
1041,817,4,6,1:26.836,1:26.096,1:26.223
1041,839,4,7,1:27.086,1:26.364,1:26.242
1041,846,1,8,1:26.829,1:26.316,1:26.458
1041,815,211,9,1:27.120,1:26.330,1:26.704
1041,832,1,10,1:27.378,1:26.361,1:26.709
1042,842,213,9,1:17.209,1:17.367,1:17.803
1042,846,1,8,1:17.547,1:17.321,1:17.525
1042,832,1,7,1:17.627,1:17.183,1:17.520
1042,848,9,6,1:17.435,1:17.411,1:17.437
1042,815,211,5,1:17.370,1:17.129,1:17.223
1042,844,6,4,1:17.421,1:17.367,1:17.090
1042,830,9,3,1:16.879,1:17.038,1:16.904
1042,822,131,2,1:16.945,1:16.466,1:16.754
1042,1,131,1,1:16.828,1:16.824,1:16.652
1043,822,131,1,1:14.221,1:14.585,1:13.609
1043,1,131,2,1:14.229,1:14.643,1:13.706
1043,830,9,3,1:15.034,1:14.974,1:14.176
1043,842,213,4,1:15.183,1:14.681,1:14.502
1043,817,4,5,1:15.474,1:14.953,1:14.520
1043,848,9,6,1:15.402,1:14.745,1:14.572
1043,844,6,7,1:15.123,1:15.017,1:14.616
1043,826,213,8,1:15.412,1:15.022,1:14.696
1043,846,1,9,1:15.274,1:15.051,1:14.814
1043,832,1,10,1:15.528,1:15.027,1:14.911
1044,840,211,1,2:07.467,1:53.372,1:47.765
1044,830,9,2,1:57.485,1:50.293,1:48.055
1044,815,211,3,2:07.614,1:54.097,1:49.321
1044,848,9,4,1:59.431,1:52.282,1:50.448
1044,817,4,5,2:05.598,1:54.278,1:51.595
1044,1,131,6,2:07.599,1:52.709,1:52.560
1044,839,4,7,2:06.115,1:53.657,1:52.622
1044,8,51,8,2:01.249,1:53.793,1:52.745
1044,822,131,9,2:07.001,1:53.767,1:53.258
1044,841,51,10,2:07.341,1:53.431,1:57.226
1045,1,131,1,1:28.343,1:27.586,1:27.264
1045,822,131,2,1:28.767,1:28.063,1:27.553
1045,830,9,3,1:28.885,1:28.025,1:27.678
1045,848,9,4,1:28.732,1:28.749,1:28.274
1045,815,211,5,1:29.178,1:28.894,1:28.322
1045,817,4,6,1:29.005,1:28.648,1:28.417
1045,839,4,7,1:29.203,1:28.937,1:28.419
1045,842,213,8,1:28.971,1:29.008,1:28.448
1045,846,1,9,1:29.464,1:28.877,1:28.542
1045,826,213,10,1:29.158,1:28.944,1:28.618
1046,822,131,1,0:53.904,0:53.803,0:53.377
1046,847,131,2,0:54.160,0:53.819,0:53.403
1046,830,9,3,0:54.037,0:53.647,0:53.433
1046,844,6,4,0:54.249,0:53.825,0:53.613
1046,815,211,5,0:54.236,0:53.787,0:53.790
1046,826,213,6,0:54.346,0:53.856,0:53.906
1046,817,4,7,0:54.388,0:53.871,0:53.957
1046,832,1,8,0:54.450,0:53.818,0:54.010
1046,842,213,9,0:54.207,0:53.941,0:54.154
1046,840,211,10,0:54.595,0:53.840,0:54.200
1047,830,9,1,1:35.993,1:35.641,1:35.246
1047,822,131,2,1:35.699,1:35.527,1:35.271
1047,1,131,3,1:35.528,1:35.466,1:35.332
1047,846,1,4,1:36.016,1:35.849,1:35.497
1047,848,9,5,1:36.106,1:35.654,1:35.571
1047,832,1,6,1:36.517,1:36.192,1:35.815
1047,826,213,7,1:36.459,1:36.214,1:35.963
1047,840,211,8,1:36.502,1:36.143,1:36.046
1047,844,6,9,1:35.881,1:35.932,1:36.065
1047,842,213,10,1:36.545,1:36.282,1:36.242
1052,830,9,1,1:30.499,1:30.318,1:28.997
1052,1,131,2,1:30.617,1:30.085,1:29.385
1052,822,131,3,1:31.200,1:30.186,1:29.586
1052,844,6,4,1:30.691,1:30.010,1:29.678
1052,842,213,5,1:30.848,1:30.513,1:29.809
1052,817,1,6,1:30.795,1:30.222,1:29.927
1052,846,1,7,1:30.902,1:30.099,1:29.974
1052,832,6,8,1:31.653,1:30.009,1:30.215
1052,4,214,9,1:30.863,1:30.595,1:30.249
1052,840,117,10,1:31.261,1:30.624,1:30.601
1053,1,131,1,1:14.823,1:14.817,1:14.411
1053,815,9,2,1:15.395,1:14.716,1:14.446
1053,830,9,3,1:15.109,1:14.884,1:14.498
1053,844,6,4,1:15.413,1:14.808,1:14.740
1053,842,213,5,1:15.548,1:14.927,1:14.790
1053,817,1,6,1:15.669,1:15.033,1:14.826
1053,846,1,7,1:15.009,1:14.718,1:14.875
1053,822,131,8,1:14.672,1:14.905,1:14.898
1053,839,214,9,1:15.385,1:15.117,1:15.210
1054,822,131,1,1:18.722,1:18.458,1:18.348
1054,1,131,2,1:18.857,1:17.968,1:18.355
1054,830,9,3,1:19.485,1:18.650,1:18.746
1054,815,9,4,1:19.337,1:18.845,1:18.890
1054,832,6,5,1:19.309,1:18.813,1:19.039
1054,839,214,6,1:19.092,1:18.586,1:19.042
1054,846,1,7,1:18.794,1:18.481,1:19.116
1054,844,6,8,1:19.373,1:18.769,1:19.306
1054,842,213,9,1:19.464,1:19.052,1:19.475
1054,20,117,10,1:19.403,1:18.970,1:19.659
1055,1,131,1,1:18.245,1:17.166,1:16.741
1055,830,9,2,1:18.090,1:16.922,1:16.777
1055,822,131,3,1:18.005,1:17.142,1:16.873
1055,844,6,4,1:18.041,1:17.717,1:17.510
1055,839,214,5,1:18.281,1:17.743,1:17.580
1055,832,6,6,1:18.205,1:17.656,1:17.620
1055,817,1,7,1:18.264,1:17.719,1:17.622
1055,815,9,8,1:18.203,1:17.669,1:17.701
1055,846,1,9,1:17.821,1:17.696,1:18.010
1055,4,214,10,1:18.281,1:17.966,1:18.147
1056,844,6,1,1:11.113,1:10.597,1:10.346
1056,830,9,2,1:11.124,1:10.650,1:10.576
1056,822,131,3,1:10.938,1:10.695,1:10.601
1056,832,6,4,1:11.324,1:10.806,1:10.611
1056,846,1,5,1:11.321,1:11.031,1:10.620
1056,842,213,6,1:11.560,1:11.179,1:10.900
1056,1,131,7,1:11.622,1:11.116,1:11.095
1056,20,117,8,1:12.078,1:11.309,1:11.419
1056,815,9,9,1:11.644,1:11.019,1:11.573
1056,841,51,10,1:11.658,1:11.409,1:11.779
1057,844,6,1,1:42.241,1:41.659,1:41.218
1057,1,131,2,1:41.545,1:41.634,1:41.450
1057,830,9,3,1:41.760,1:41.625,1:41.563
1057,842,213,4,1:42.288,1:41.932,1:41.565
1057,832,6,5,1:42.121,1:41.740,1:41.576
1057,846,1,6,1:42.167,1:41.813,1:41.747
1057,815,9,7,1:41.968,1:41.630,1:41.917
1057,852,213,8,1:42.521,1:41.654,1:42.211
1057,4,214,9,1:42.934,1:42.195,1:42.327
1057,822,131,10,1:42.701,1:42.106,1:42.659
1059,830,9,1,1:31.001,1:31.080,1:29.990
1059,1,131,2,1:31.237,1:30.788,1:30.248
1059,822,131,3,1:31.669,1:30.735,1:30.376
1059,815,9,4,1:31.560,1:30.971,1:30.445
1059,832,6,5,1:32.079,1:31.146,1:30.840
1059,842,213,6,1:31.898,1:31.353,1:30.868
1059,844,6,7,1:32.209,1:31.567,1:30.987
1059,846,1,8,1:31.733,1:31.542,1:31.252
1059,4,214,9,1:32.158,1:31.549,1:31.340
1059,817,1,10,1:32.181,1:31.615,1:31.382
1058,830,9,1,1:04.489,1:04.433,1:03.841
1058,822,131,2,1:04.537,1:04.443,1:04.035
1058,1,131,3,1:04.672,1:04.512,1:04.067
1058,846,1,4,1:04.584,1:04.298,1:04.120
1058,815,9,5,1:04.638,1:04.197,1:04.168
1058,842,213,6,1:04.765,1:04.429,1:04.236
1058,844,6,7,1:04.745,1:04.646,1:04.472
1058,852,213,8,1:04.608,1:04.631,1:04.514
1058,4,214,9,1:04.971,1:04.582,1:04.574
1058,840,117,10,1:04.821,1:04.663,1:04.708
1060,830,9,1,1:04.249,1:03.927,1:03.720
1060,846,1,2,1:04.345,1:04.415,1:03.768
1060,815,9,3,1:04.833,1:04.483,1:03.990
1060,1,131,4,1:04.506,1:04.258,1:04.014
1060,822,131,5,1:04.563,1:04.376,1:04.049
1060,842,213,6,1:04.841,1:04.412,1:04.107
1060,852,213,7,1:04.967,1:04.518,1:04.273
1060,20,117,8,1:04.846,1:04.493,1:04.570
1060,847,3,9,1:04.907,1:04.553,1:04.591
1060,840,117,10,1:04.927,1:04.547,1:04.618
1061,1,131,1,1:26.786,1:26.023,1:26.134
1061,830,9,2,1:26.751,1:26.315,1:26.209
1061,822,131,3,1:27.487,1:26.764,1:26.328
1061,844,6,4,1:27.051,1:26.919,1:26.828
1061,815,9,5,1:27.121,1:27.073,1:26.844
1061,846,1,6,1:27.444,1:27.220,1:26.897
1061,817,1,7,1:27.323,1:27.125,1:26.899
1061,847,3,8,1:27.671,1:27.080,1:26.971
1061,832,6,9,1:27.337,1:26.848,1:27.007
1061,20,117,10,1:27.493,1:27.103,1:27.179
1062,1,131,1,1:16.424,1:16.553,1:15.419
1062,822,131,2,1:16.569,1:16.702,1:15.734
1062,830,9,3,1:16.214,1:15.650,1:15.840
1062,815,9,4,1:17.233,1:16.443,1:16.421
1062,842,213,5,1:16.874,1:16.394,1:16.483
1062,846,1,6,1:17.081,1:16.385,1:16.489
1062,844,6,7,1:17.084,1:16.574,1:16.496
1062,839,214,8,1:17.367,1:16.766,1:16.653
1062,4,214,9,1:17.123,1:16.541,1:16.715
1062,20,117,10,1:17.105,1:16.794,1:16.750
1063,830,9,1,1:58.717,1:56.559,1:59.765
1063,847,3,2,1:59.864,1:56.950,2:00.086
1063,1,131,3,1:59.218,1:56.229,2:00.099
1063,817,1,4,2:01.583,1:57.127,2:00.864
1063,20,117,5,2:00.175,1:56.814,2:00.935
1063,842,213,6,2:00.387,1:56.440,2:01.164
1063,815,9,7,1:59.334,1:56.886,2:02.112
1063,822,131,8,1:59.870,1:56.295,2:02.502
1063,839,214,9,2:01.824,1:57.354,2:03.513
1064,830,9,1,1:10.036,1:09.071,1:08.885
1064,1,131,2,1:10.114,1:09.726,1:08.923
1064,822,131,3,1:10.219,1:09.769,1:09.222
1064,842,213,4,1:10.274,1:09.541,1:09.478
1064,844,6,5,1:09.829,1:09.437,1:09.527
1064,832,6,6,1:10.022,1:09.870,1:09.537
1064,841,51,7,1:10.050,1:10.033,1:09.590
1064,839,214,8,1:10.179,1:09.919,1:09.933
1064,4,214,9,1:10.435,1:10.020,1:09.956
1064,817,1,10,1:10.255,1:09.865,1:10.166
1065,822,131,1,1:20.685,1:20.032,1:19.555
1065,1,131,2,1:20.543,1:19.936,1:19.651
1065,830,9,3,1:21.035,1:20.229,1:19.966
1065,846,1,4,1:20.916,1:20.059,1:19.989
1065,817,1,5,1:21.292,1:20.435,1:19.995
1065,842,213,6,1:21.440,1:20.556,1:20.260
1065,832,6,7,1:21.118,1:20.750,1:20.462
1065,844,6,8,1:21.219,1:20.767,1:20.510
1065,815,9,9,1:21.308,1:20.882,1:20.611
1065,841,51,10,1:21.197,1:20.726,1:20.808
1066,846,1,1,1:47.238,1:45.827,1:41.993
1066,832,6,2,1:47.924,1:46.521,1:42.510
1066,847,3,3,1:48.303,1:46.435,1:42.983
1066,1,131,4,1:45.992,1:45.129,1:44.050
1066,817,1,5,1:48.345,1:46.361,1:44.156
1066,4,214,6,1:47.877,1:45.514,1:44.204
1066,822,131,7,1:46.396,1:45.306,1:44.710
1066,840,117,8,1:48.322,1:46.360,1:44.956
1066,815,9,9,1:46.455,1:45.834,1:45.337
1066,839,214,10,1:48.099,1:46.070,1:45.865
1067,1,131,1,1:24.585,1:23.082,1:22.868
1067,822,131,2,1:25.047,1:23.579,1:22.998
